objectID,bikeRouteName,Geom
227853,Stanley Park Causeway,"{""coordinates"": [[-123.13968577341139, 49.3142793319125], [-123.14009090240194, 49.31383763137886], [-123.14030025192847, 49.31360950471447], [-123.14036867861554, 49.313534940154895], [-123.14062561797417, 49.31325480820196], [-123.14065052185302, 49.31322765578044], [-123.14068071076476, 49.31319293201581], [-123.14068113999534, 49.31319243766068], [-123.1407297817076, 49.313136488098635], [-123.14124497256093, 49.31254389005589], [-123.14249375479443, 49.3111537758319], [-123.14252911583792, 49.31111441090116], [-123.14254244822249, 49.311099512909074], [-123.14256898131603, 49.31106986370331], [-123.14266624559129, 49.31096096552433], [-123.14318999467704, 49.31037456004723], [-123.14336042784095, 49.31015771712383], [-123.14356230162173, 49.30990087040142], [-123.14360865598792, 49.309835502729015], [-123.14364181452608, 49.30978874528406], [-123.1436945493573, 49.309714379906694], [-123.14381571186568, 49.30954352130409], [-123.14394946913971, 49.30933325538109], [-123.14398816323562, 49.30927242794107], [-123.14410931328145, 49.309081978524056], [-123.14429439863223, 49.308754302106415], [-123.14442683736269, 49.308500071712615], [-123.14460744355307, 49.308116083594996], [-123.14473515636968, 49.30784452959712], [-123.14487645352098, 49.30747661327877], [-123.14497158194422, 49.307190596968006], [-123.1450480477251, 49.306923580137045], [-123.14510454434125, 49.30669382010397], [-123.14519390614964, 49.306222008074315], [-123.145204215665, 49.30615380205521], [-123.14520904532357, 49.3061218911197], [-123.14522123124684, 49.306009710889924], [-123.14524570637774, 49.305784508344786], [-123.1452621686085, 49.305519184929494], [-123.14526819855217, 49.3053322070153], [-123.14527650308062, 49.30510898210558], [-123.14526509509699, 49.30466256837823], [-123.14524538363115, 49.30443964941093], [-123.14521637332349, 49.304217190974406], [-123.14519475275198, 49.304091585654824], [-123.1451781663665, 49.30399528648287], [-123.14515279185571, 49.30387945729244], [-123.1451263355717, 49.303758710007756], [-123.145125295414, 49.30375395108315], [-123.14512461631932, 49.30375082252494], [-123.14507388772266, 49.30355402296473], [-123.14504584252654, 49.30346075691993], [-123.14501936297727, 49.30337269619207], [-123.14497306613873, 49.30324444392079], [-123.14484897298105, 49.30290067100929], [-123.1446073939693, 49.302480445941185], [-123.14453593632493, 49.30237101761852], [-123.14447260767652, 49.3022740382663], [-123.14432876515289, 49.30207016307777], [-123.14417594590071, 49.30186916565662], [-123.14401419433891, 49.30167115565297], [-123.1438437283813, 49.301476306364805], [-123.14375835432902, 49.30138506326586], [-123.14366453072113, 49.30128479138179], [-123.143526582084, 49.30114645188868], [-123.14347706550231, 49.30109679448795], [-123.14347702964008, 49.301096760350916], [-123.14328121197275, 49.30091239764899], [-123.14307722524785, 49.30073180739525], [-123.14286533698134, 49.30055520689868], [-123.14286528596881, 49.30055516558406], [-123.14264566159717, 49.30038267423276], [-123.14166837876854, 49.29971875697189], [-123.14166834293692, 49.299718732728905], [-123.1404199052778, 49.29905171877471], [-123.14041985981662, 49.299051693643506], [-123.13935979074378, 49.29858568768906], [-123.13911893027833, 49.29851636530911], [-123.13887488023202, 49.29844192262034], [-123.13885699157882, 49.29843562951884], [-123.1387373898074, 49.29839355351696], [-123.13864839146277, 49.29836224385694], [-123.13841472874735, 49.298274053931884], [-123.13818991547397, 49.29818456934296], [-123.13759046960179, 49.297911665528154]], ""type"": ""LineString""}"
227909,Arbutus Greenway,"{""coordinates"": [[-123.152617954552, 49.257272939288384], [-123.15262030060158, 49.257205237276445], [-123.15263714210585, 49.25677639316088], [-123.15265246721474, 49.256337647277356], [-123.15266929003562, 49.255907827135474], [-123.15268760096103, 49.255465115739945], [-123.15270435597111, 49.25500459312599], [-123.15271967447727, 49.25454803026943], [-123.1527379498593, 49.25410434282618], [-123.15275317602524, 49.25364876769115], [-123.15274946454628, 49.251475444216744]], ""type"": ""LineString""}"
227946,Dunsmuir,"{""coordinates"": [[-123.11590616138531, 49.283296690825225], [-123.11641176235189, 49.283623955069544]], ""type"": ""LineString""}"
227950,Dunsmuir,"{""coordinates"": [[-123.11458759795588, 49.282444153186646], [-123.11493468461727, 49.28266855026854]], ""type"": ""LineString""}"
227970,Windsor,"{""coordinates"": [[-123.08411607189656, 49.24026179685], [-123.08410996193282, 49.240424038575405]], ""type"": ""LineString""}"
228000,Knight St Bridge,"{""coordinates"": [[-123.07892279215756, 49.21044738637664], [-123.07889291741972, 49.210384462255945], [-123.07885409980412, 49.21032368331183], [-123.07880657227462, 49.2102656169791], [-123.0788065461408, 49.21026558731247], [-123.0787905794215, 49.210249844756184], [-123.07875089573409, 49.210210706332404], [-123.0786874610227, 49.21015951689741], [-123.07868741703601, 49.21015948454435], [-123.07861693888468, 49.21011250336659], [-123.07853997255327, 49.21007009346541], [-123.0784571735681, 49.21003264747681], [-123.07836834879643, 49.210001330409234], [-123.07827615644992, 49.20997450060641], [-123.07818113639215, 49.20995235109362], [-123.07808374456553, 49.20993496970954], [-123.07803030062603, 49.2099282629569], [-123.07798466359438, 49.20992253589313], [-123.07792775395735, 49.209918233174996], [-123.07788445486146, 49.20991496380633], [-123.07779135250351, 49.209888036181155], [-123.07770277039604, 49.2098551847409], [-123.07761949855123, 49.209816748986874], [-123.07754243837053, 49.209773187984624], [-123.07751573279687, 49.20975477636102], [-123.07747230570115, 49.20972483679065], [-123.07740983171185, 49.20967217617538], [-123.07735561722151, 49.20961574546613], [-123.07735558972155, 49.20961571939823], [-123.07731013393827, 49.20955605619071], [-123.07727381670146, 49.20949375393019], [-123.07727380430697, 49.209493729651186], [-123.07724709741935, 49.209429370025894], [-123.07723018585, 49.20936361227347]], ""type"": ""LineString""}"
228011,Burrard,"{""coordinates"": [[-123.14563195649441, 49.2684612605988], [-123.14563212755347, 49.268455863262965], [-123.14564552153324, 49.26802667815717]], ""type"": ""LineString""}"
228012,33rd Ave,"{""coordinates"": [[-123.12064474900788, 49.24116499301131], [-123.12280041605075, 49.241246057253264], [-123.1228162909053, 49.24124665745143]], ""type"": ""LineString""}"
228032,Yukon,"{""coordinates"": [[-123.11248594258684, 49.25684217753717], [-123.11313764867208, 49.25685860422731]], ""type"": ""LineString""}"
228043,Seaside,"{""coordinates"": [[-123.13568435803155, 49.27628666311113], [-123.13565385623477, 49.27624299130764], [-123.13560705685344, 49.27616750195571], [-123.13568960748852, 49.27600966093267], [-123.1357591205573, 49.27591250950854], [-123.13577847638773, 49.27588544902881], [-123.1357784818005, 49.2758854175393], [-123.13578749229231, 49.27583534602971], [-123.13578749770508, 49.27583531454019], [-123.1358175332192, 49.27565914085695], [-123.13581734126848, 49.27565882984906], [-123.13576258942318, 49.27557598014164], [-123.13575663770382, 49.27556737963835], [-123.1355907171023, 49.27546127741286], [-123.13516892218605, 49.27559188340881], [-123.13503451347995, 49.275633514678944], [-123.13503446674437, 49.27563351743211], [-123.13433742184571, 49.27518511199262], [-123.1342989948455, 49.275195088250385], [-123.1342400004256, 49.27521040634765], [-123.13400363627106, 49.27505708425142], [-123.1336338542139, 49.27481721770941], [-123.13361916239536, 49.2748076917031]], ""type"": ""LineString""}"
228045,Seaside,"{""coordinates"": [[-123.11472316003592, 49.27327807813827], [-123.114660525559, 49.27328029465766], [-123.11466022430598, 49.27328021399989], [-123.11429834739609, 49.27318280559882], [-123.11390194374124, 49.273088137656245], [-123.1137572768132, 49.273078387261904], [-123.11363270396258, 49.27308165725604], [-123.11354328661302, 49.27309136821355], [-123.11342304745911, 49.27310569600944], [-123.1132859606696, 49.273139106407086], [-123.1131679218064, 49.27317366646297], [-123.11304775454047, 49.27322018938621], [-123.11213190506898, 49.27365717045107], [-123.11211230143412, 49.27366695465249], [-123.11165995734092, 49.27389271318717], [-123.1114851165701, 49.2739755316191], [-123.11145869886637, 49.27402412123611], [-123.11143661404593, 49.274082958485835], [-123.11143648523885, 49.27408314481049], [-123.11139503293487, 49.27414325465796], [-123.1113218753014, 49.27417561069835], [-123.11058292183964, 49.274499001996794], [-123.1105185849287, 49.27454731554486], [-123.11051853003464, 49.27454735877426], [-123.11051850396437, 49.27454738128718], [-123.11048599402355, 49.274648564177106], [-123.11047208747615, 49.27466792342638], [-123.11045353996809, 49.274685558235056], [-123.11044308260503, 49.27469256109071], [-123.11043067597888, 49.27470086921124], [-123.11040440360289, 49.27471357483481], [-123.11038955475136, 49.27471852468185], [-123.1103443797692, 49.27472961392322], [-123.11034390573298, 49.27472973041383], [-123.11031160232992, 49.27473201545224], [-123.11031154597644, 49.27473202090316], [-123.11027884023095, 49.27473204942363], [-123.11002780413773, 49.27470727851743], [-123.10998258243453, 49.27470480561572], [-123.10993734087423, 49.27470700481625], [-123.1099362868772, 49.27470720821081], [-123.1098732697143, 49.27471939456448], [-123.10985134020541, 49.27472534324438], [-123.10981275766552, 49.2747410108579], [-123.10981271921393, 49.274741029784344]], ""type"": ""LineString""}"
228047,Seaside,"{""coordinates"": [[-123.12086185701587, 49.267647353487995], [-123.12084620824929, 49.26764710359812], [-123.12060190636404, 49.267643101426025], [-123.11969468984128, 49.26762825552573], [-123.11912658364682, 49.26761957939034], [-123.11872938671907, 49.26780456613155], [-123.11872907229095, 49.2678047121769], [-123.11872749742945, 49.26785414691647], [-123.11872717527933, 49.267864250656025], [-123.11870671520309, 49.26840305803993], [-123.11870668637982, 49.26840307605994], [-123.11825992015038, 49.268680562928424]], ""type"": ""LineString""}"
228070,Seaside,"{""coordinates"": [[-123.13968758315909, 49.27457679635179], [-123.13969165226464, 49.27458207880545], [-123.13980622238901, 49.27473084392122]], ""type"": ""LineString""}"
225106,Seaside,"{""coordinates"": [[-123.10446720898221, 49.27200168950409], [-123.1044099966102, 49.27199829066075], [-123.10422004884128, 49.27199538489043], [-123.10350985297343, 49.271992358648404], [-123.10309366623714, 49.272238161862546], [-123.10290150335567, 49.27231871149582], [-123.10290146903301, 49.272318733114844], [-123.10255357247831, 49.27252025136913], [-123.10238000775146, 49.273015442157586], [-123.10236916652227, 49.2730492466958], [-123.10233471727639, 49.27327585167681], [-123.10234428974536, 49.27368329653772], [-123.10254790927134, 49.27395898588418], [-123.10252402578594, 49.27408437573328], [-123.10251549728395, 49.27418079194073], [-123.10251653740497, 49.274252825392736], [-123.10251734952146, 49.27430903560905], [-123.10253131153705, 49.274422436362514], [-123.10256126605479, 49.27454965931736], [-123.10260517560292, 49.27467336984267], [-123.10266368775571, 49.274795536394215], [-123.10272318090782, 49.27489476970877], [-123.10279833046535, 49.27499938617608], [-123.10286697174908, 49.27508134411148], [-123.10292594288751, 49.275144069912564], [-123.1029485164492, 49.27516569132493], [-123.10300351849074, 49.275218371198115], [-123.10308755900988, 49.27529024246003], [-123.10308758380098, 49.27529026402637], [-123.10319462771099, 49.27537144809103], [-123.1031946085128, 49.275371471495646], [-123.10319579952574, 49.275485032873334], [-123.103196760033, 49.2755783831687], [-123.10319678072432, 49.27557841643241]], ""type"": ""LineString""}"
225128,Seaside,"{""coordinates"": [[-123.1421228879415, 49.282940388537796], [-123.14185420169157, 49.2831070961933]], ""type"": ""LineString""}"
225129,Seaside,"{""coordinates"": [[-123.13361916239536, 49.2748076917031], [-123.13264902464722, 49.27417917676533], [-123.13202958105047, 49.27377979452762], [-123.13168866398588, 49.273559964195336]], ""type"": ""LineString""}"
225137,10th Ave,"{""coordinates"": [[-123.15476022809098, 49.26289224319727], [-123.15533395624736, 49.2629010100139]], ""type"": ""LineString""}"
225164,Midtown/Ridgeway,"{""coordinates"": [[-123.07968598623039, 49.23641773438914], [-123.07911711004874, 49.236411351965636]], ""type"": ""LineString""}"
225208,Burrard,"{""coordinates"": [[-123.11623554151345, 49.28764341187559], [-123.1170234650431, 49.28712281368225]], ""type"": ""LineString""}"
225234,Hornby,"{""coordinates"": [[-123.1168090897909, 49.28592826413778], [-123.11728912090506, 49.2856109049806]], ""type"": ""LineString""}"
225244,Gladstone,"{""coordinates"": [[-123.06180949009313, 49.243564888656024], [-123.06203092395921, 49.24336865134038]], ""type"": ""LineString""}"
225321,Kerr,"{""coordinates"": [[-123.0422486618085, 49.20715386863945], [-123.0422562222201, 49.20682345258189]], ""type"": ""LineString""}"
225403,Chilco,"{""coordinates"": [[-123.13669244554146, 49.2945048883276], [-123.13732088540937, 49.29408920824059]], ""type"": ""LineString""}"
225407,Lakewood,"{""coordinates"": [[-123.06241959184568, 49.28572638077675], [-123.06240436172926, 49.28572656530799], [-123.06233971761053, 49.28572734769909], [-123.06217082500994, 49.28572939244128], [-123.06187934954943, 49.28572574483644], [-123.06161964434632, 49.28572245465777], [-123.06161958384187, 49.28572245379052]], ""type"": ""LineString""}"
225414,Carrall,"{""coordinates"": [[-123.10443941948976, 49.2792457160063], [-123.1044463682409, 49.279226845930474], [-123.1044538162211, 49.27920804556531], [-123.10445691638071, 49.2792007755557], [-123.10446181297154, 49.279189336454365], [-123.10447027598671, 49.279170713274986], [-123.10447919153818, 49.279152185934166], [-123.1044885652713, 49.27913382368964], [-123.10449850271776, 49.27911546813063], [-123.10450416171182, 49.27910567625512], [-123.10450900836655, 49.27909729196043], [-123.10451985518931, 49.279079214427625], [-123.10453125503838, 49.27906129201008], [-123.1045431157045, 49.27904348161423], [-123.10455545243651, 49.2790258425943], [-123.10456823344428, 49.279008295821306], [-123.10458145340473, 49.27899092495514], [-123.10458710443588, 49.27898388380918], [-123.10459524844272, 49.278973735269524], [-123.10460388951202, 49.27896328224218], [-123.10460940113363, 49.278956636109776], [-123.10462405745673, 49.27893974158233], [-123.10462408214568, 49.27893971367492], [-123.10462671574372, 49.27893678875572], [-123.10463912925344, 49.27892297350885], [-123.10465463063395, 49.27890650278477], [-123.104654666301, 49.2789064649727], [-123.10465636336556, 49.27890473006407], [-123.10467069039176, 49.27889011880602], [-123.1046809844998, 49.27887988105923], [-123.10468698150399, 49.27887391631808], [-123.10470383943641, 49.27885789231829], [-123.10471237752942, 49.278850123538255], [-123.10473605082333, 49.278828939118014], [-123.10473880499703, 49.27882647374072], [-123.10475689205117, 49.27881110256867], [-123.10475691675522, 49.27881108185734], [-123.10477535628037, 49.2787959523332], [-123.10477540157332, 49.2787959154119], [-123.10479426070607, 49.2787809177334], [-123.10481358370738, 49.278766176893235], [-123.10481361665113, 49.27876615167684], [-123.10483329762073, 49.2787516515795], [-123.10485335019114, 49.27873733734186], [-123.10487383777449, 49.27872328806374], [-123.10489466807455, 49.27870941927402], [-123.10491582477592, 49.27869581734106], [-123.10493735189189, 49.27868249032039], [-123.10494817488595, 49.27867597787359], [-123.1049592052184, 49.27866934020441], [-123.10498151144083, 49.2786564595283], [-123.10500404507931, 49.278643848496664], [-123.10502703298678, 49.27863150600365], [-123.10505024831251, 49.27861943405429], [-123.10507380516948, 49.27860763164512], [-123.105097692578, 49.278596107781134], [-123.10512182523661, 49.278584834654666], [-123.1051463517411, 49.27857386340288], [-123.10514640393855, 49.278573840867416], [-123.10517109456636, 49.27856311592902], [-123.10519612691571, 49.27855274958198], [-123.10519616125698, 49.27855273515844], [-123.10521720089807, 49.27854428211895], [-123.10562613105263, 49.27838867916477], [-123.10562930056724, 49.278387594146935], [-123.10562934864735, 49.2783875752131], [-123.10575889207485, 49.27833235042962], [-123.10587893166404, 49.27826856629733], [-123.10598816404791, 49.27819687978985], [-123.10608526577515, 49.278118188072945], [-123.1061474701193, 49.27805537425138]], ""type"": ""LineString""}"
